Date,Time_s,Temp_C,pH ,pH_mV,Rate_mL_h,Volume_mL,Sample_mass_g,Key,Normality
2019/05/30,0.000000,21.4,8.074,-57.7,1.000000,0.380130,23.133400,20190514_pre,0.107000
2019/05/30,10.001231,21.4,8.072,-57.6,0.000000,0.000000,23.133400,20190514_pre,0.107000
2019/05/30,19.998104,21.4,8.065,-57.2,5.000000,0.013820,23.133400,20190514_pre,0.107000
2019/05/30,29.999803,21.4,8.048,-56.2,5.000000,0.027650,23.133400,20190514_pre,0.107000
2019/05/30,39.998518,21.4,8.015,-54.3,5.000000,0.041470,23.133400,20190514_pre,0.107000
2019/05/30,49.998361,21.4,7.959,-51.1,5.000000,0.056440,23.133400,20190514_pre,0.107000
2019/05/30,59.998170,21.4,7.871,-46.1,5.000000,0.070270,23.133400,20190514_pre,0.107000
2019/05/30,69.998905,21.4,7.760,-39.7,5.000000,0.082940,23.133400,20190514_pre,0.107000
2019/05/30,79.999139,21.3,7.597,-30.4,5.000000,0.097910,23.133400,20190514_pre,0.107000
2019/05/30,89.997517,21.3,7.383,-18.1,5.000000,0.111740,23.133400,20190514_pre,0.107000
2019/05/30,99.999896,21.3,7.169,-5.9,5.000000,0.124410,23.133400,20190514_pre,0.107000
2019/05/30,110.001847,21.3,7.012,3.1,5.000000,0.138230,23.133400,20190514_pre,0.107000
2019/05/30,120.000730,21.3,6.883,10.6,5.000000,0.153200,23.133400,20190514_pre,0.107000
2019/05/30,129.997393,21.3,6.784,16.4,5.000000,0.165870,23.133400,20190514_pre,0.107000
2019/05/30,139.998722,21.3,6.707,20.9,5.000000,0.179700,23.133400,20190514_pre,0.107000
2019/05/30,149.997776,21.3,6.621,25.9,5.000000,0.194670,23.133400,20190514_pre,0.107000
2019/05/30,159.999205,21.3,6.554,29.8,5.000000,0.208500,23.133400,20190514_pre,0.107000
2019/05/30,169.998817,21.3,6.494,33.3,5.000000,0.221170,23.133400,20190514_pre,0.107000
2019/05/30,180.000080,21.3,6.428,37.1,5.000000,0.236140,23.133400,20190514_pre,0.107000
2019/05/30,190.000455,21.3,6.375,40.2,5.000000,0.249960,23.133400,20190514_pre,0.107000
2019/05/30,200.000607,21.3,6.324,43.2,5.000000,0.262640,23.133400,20190514_pre,0.107000
2019/05/30,209.997950,21.3,6.274,46.1,5.000000,0.276460,23.133400,20190514_pre,0.107000
2019/05/30,219.999563,21.3,6.226,48.9,5.000000,0.291430,23.133400,20190514_pre,0.107000
2019/05/30,229.998054,21.3,6.181,51.5,5.000000,0.304100,23.133400,20190514_pre,0.107000
2019/05/30,240.000600,21.3,6.135,54.2,5.000000,0.317930,23.133400,20190514_pre,0.107000
2019/05/30,249.999852,21.3,6.085,57.1,5.000000,0.332900,23.133400,20190514_pre,0.107000
2019/05/30,259.998227,21.3,6.044,59.5,5.000000,0.346720,23.133400,20190514_pre,0.107000
2019/05/30,269.999254,21.3,6.008,61.6,5.000000,0.359400,23.133400,20190514_pre,0.107000
2019/05/30,279.998959,21.3,5.965,64.1,5.000000,0.374370,23.133400,20190514_pre,0.107000
2019/05/30,289.998066,21.3,5.920,66.7,5.000000,0.388190,23.133400,20190514_pre,0.107000
2019/05/30,299.998118,21.3,5.876,69.3,5.000000,0.400860,23.133400,20190514_pre,0.107000
2019/05/30,310.000752,21.3,5.826,72.2,5.000000,0.415840,23.133400,20190514_pre,0.107000
2019/05/30,320.000441,21.3,5.793,74.1,5.000000,0.429660,23.133400,20190514_pre,0.107000
2019/05/30,329.999203,21.3,5.747,76.8,5.000000,0.442330,23.133400,20190514_pre,0.107000
2019/05/30,340.000184,21.3,5.702,79.4,5.000000,0.456160,23.133400,20190514_pre,0.107000
2019/05/30,349.999178,21.3,5.657,82.0,5.000000,0.471130,23.133400,20190514_pre,0.107000
2019/05/30,359.998818,21.3,5.606,85.0,5.000000,0.484950,23.133400,20190514_pre,0.107000
2019/05/30,369.999538,21.3,5.558,87.8,5.000000,0.497620,23.133400,20190514_pre,0.107000
2019/05/30,379.998287,21.3,5.501,91.1,5.000000,0.512600,23.133400,20190514_pre,0.107000
2019/05/30,389.998011,21.3,5.445,94.4,5.000000,0.526420,23.133400,20190514_pre,0.107000
2019/05/30,399.999242,21.3,5.384,97.9,5.000000,0.539090,23.133400,20190514_pre,0.107000
2019/05/30,410.001028,21.3,5.312,102.1,5.000000,0.554070,23.133400,20190514_pre,0.107000
2019/05/30,419.997495,21.3,5.221,107.4,5.000000,0.567890,23.133400,20190514_pre,0.107000
2019/05/30,429.998235,21.2,5.145,111.8,5.000000,0.580560,23.133400,20190514_pre,0.107000
2019/05/30,440.000068,21.2,5.052,117.2,5.000000,0.594380,23.133400,20190514_pre,0.107000
